,Directory,Filename,Creation,Lot_No
280,F:\APPS\CofA,IAA-048@N083779.pdf,2019-02-21 08:31:50.193501,IAA-048
281,F:\APPS\CofA,ICP-048@0006500894.pdf,2019-11-08 08:24:40.512969,ICP-048
282,F:\APPS\CofA,ICP-048@CL-2608.pdf,2016-08-30 13:41:28.755828,ICP-048
283,F:\APPS\CofA,ICP-048@CP-5285.pdf,2016-10-25 06:50:08.359196,ICP-048
284,F:\APPS\CofA,ICP-048@J00298.pdf,2015-04-16 09:36:29.680438,ICP-048
285,F:\APPS\CofA,ICP-048@K00951.pdf,2015-04-16 09:37:06.816438,ICP-048
286,F:\APPS\CofA,ICP-048@M00538.pdf,2015-04-16 09:38:11.693638,ICP-048
287,F:\APPS\CofA,ICP-048@M00538A.pdf,2015-04-16 09:38:51.172038,ICP-048
288,F:\APPS\CofA,ICP-048@M00538B.pdf,2015-04-16 09:40:03.801638,ICP-048
289,F:\APPS\CofA,ICP-148@CP-0156.pdf,2016-01-18 12:52:03.493305,ICP-148
290,F:\APPS\CofA,ICP-148@CS-1376.pdf,2018-03-28 13:13:43.704023,ICP-148
291,F:\APPS\CofA,ICP-148@G00724A.pdf,2015-04-28 17:13:27.739946,ICP-148
292,F:\APPS\CofA,ICP-148@J00687.pdf,2015-04-28 17:16:04.344346,ICP-148
293,F:\APPS\CofA,ICP-148@K00287.pdf,2015-04-28 17:16:32.403146,ICP-148
294,F:\APPS\CofA,ICP-148@L00406.pdf,2015-04-27 14:08:02.501944,ICP-148
295,F:\APPS\CofA,ICP-348@AU-00030.pdf,2015-04-17 10:00:41.024000,ICP-348
296,F:\APPS\CofA,ICP-348@AU-00895.pdf,2015-08-26 09:45:49.894053,ICP-348
297,F:\APPS\CofA,ICP-348@AU-01054.pdf,2017-10-18 11:02:21.534359,ICP-348
298,F:\APPS\CofA,ICP-448@AU-00063.pdf,2015-05-29 11:09:09.106000,ICP-448
299,F:\APPS\CofA,ICP-448@AU-01080.pdf,2018-04-19 15:31:17.278760,ICP-448
300,F:\APPS\CofA,IAA-220@CP-3231.pdf,2016-11-22 15:38:50.338008,IAA-220
301,F:\APPS\CofA,IAA-220@J00484.pdf,2015-03-25 11:04:45.290639,IAA-220
302,F:\APPS\CofA,IAA-220@J01264.pdf,2015-03-25 11:05:46.026208,IAA-220
303,F:\APPS\CofA,IAA-220@K00532.pdf,2015-03-25 11:06:34.901947,IAA-220
304,F:\APPS\CofA,IAA-220@L00479.pdf,2015-03-25 11:07:17.350364,IAA-220
305,F:\APPS\CofA,IAA-220@N081868.pdf,2016-05-16 14:18:31.177194,IAA-220
306,F:\APPS\CofA,IAA-220@N082460.pdf,2017-04-04 08:38:37.685152,IAA-220
307,F:\APPS\CofA,IAA-220@N082588.pdf,2017-05-23 14:29:17.082235,IAA-220
308,F:\APPS\CofA,IAA-220@N083574.pdf,2018-10-17 12:45:11.520306,IAA-220
309,F:\APPS\CofA,IAA-220@R00840.pdf,2015-03-25 11:00:07.829704,IAA-220
310,F:\APPS\CofA,IAA-220@T00304.pdf,2014-07-09 13:55:40.254385,IAA-220
311,F:\APPS\CofA,IAA-020@E00365Z.pdf,2015-03-24 09:05:02.290322,IAA-020
312,F:\APPS\CofA,IAA-020@G00871A.pdf,2015-03-24 09:06:10.652204,IAA-020
313,F:\APPS\CofA,IAA-020@M00561.pdf,2015-03-24 09:07:08.745486,IAA-020
314,F:\APPS\CofA,IAA-020@N081909.pdf,2016-06-14 10:57:29.753547,IAA-020
315,F:\APPS\CofA,IAA-020@N083447.pdf,2018-08-07 11:26:53.372129,IAA-020
316,F:\APPS\CofA,ICP-020@0006507386.pdf,2019-12-16 12:09:50.184366,ICP-020
317,F:\APPS\CofA,ICP-020@CL-3294.pdf,2015-03-23 09:53:51.243811,ICP-020
318,F:\APPS\CofA,ICP-020@CM-4633.pdf,2015-09-01 09:25:57.042790,ICP-020
319,F:\APPS\CofA,ICP-020@CP-5604.pdf,2016-11-14 09:13:16.489585,ICP-020
320,F:\APPS\CofA,ICP-020@CR-2079.pdf,2017-05-05 10:25:11.023440,ICP-020
321,F:\APPS\CofA,ICP-020@CS-1975.pdf,2018-04-18 10:08:06.404931,ICP-020
322,F:\APPS\CofA,ICP-020@J01264.pdf,2015-04-09 11:35:12.557111,ICP-020
323,F:\APPS\CofA,ICP-020@K00965.pdf,2015-04-09 11:36:59.636455,ICP-020
324,F:\APPS\CofA,ICP-020@M00019.pdf,2015-04-09 11:37:53.995212,ICP-020
325,F:\APPS\CofA,ICP-020@M01117.pdf,2015-04-09 11:38:37.098288,ICP-020
326,F:\APPS\CofA,ICP-120@0006469094.pdf,2019-06-10 06:52:57.602633,ICP-120
327,F:\APPS\CofA,ICP-120@CM-4634.pdf,2015-09-02 06:34:55.909552,ICP-120
328,F:\APPS\CofA,ICP-120@CP-0877.pdf,2016-03-04 06:37:08.440897,ICP-120
329,F:\APPS\CofA,ICP-120@CP-4462.pdf,2016-08-31 07:42:26.607628,ICP-120
330,F:\APPS\CofA,ICP-120@CR-1368.pdf,2017-03-29 09:13:52.372676,ICP-120
331,F:\APPS\CofA,ICP-120@CR-3808.pdf,2017-08-21 13:27:52.325190,ICP-120
332,F:\APPS\CofA,ICP-120@IH-0737.pdf,2015-11-05 09:31:02.030018,ICP-120
333,F:\APPS\CofA,ICP-120@IH-0834.pdf,2015-11-05 09:32:54.017260,ICP-120
334,F:\APPS\CofA,ICP-120@J00556.pdf,2015-04-23 11:02:33.473907,ICP-120
335,F:\APPS\CofA,ICP-120@K00189.pdf,2015-04-23 11:03:06.984707,ICP-120
336,F:\APPS\CofA,ICP-120@K00964.pdf,2015-04-23 11:03:56.095507,ICP-120
337,F:\APPS\CofA,ICP-120@L01337.pdf,2015-04-23 11:04:35.112108,ICP-120
338,F:\APPS\CofA,ICP-120@M01149.pdf,2015-04-23 11:05:11.430907,ICP-120
339,F:\APPS\CofA,ICP-120@T00315.pdf,2015-03-17 13:38:37.799086,ICP-120
340,F:\APPS\CofA,ICP-320@AU-00014.pdf,2015-05-11 13:20:37.497000,ICP-320
341,F:\APPS\CofA,ICP-320@AU-00861.pdf,2015-05-21 14:18:56.737408,ICP-320
342,F:\APPS\CofA,ICP-320@AU-00996.pdf,2017-06-08 11:59:10.705000,ICP-320
343,F:\APPS\CofA,ICP-420@0006468208.pdf,2019-06-10 10:04:07.972000,ICP-420
344,F:\APPS\CofA,ICP-420@AU-01053.pdf,2016-08-30 09:53:43.900000,ICP-420
345,F:\APPS\CofA,ICP-420@AU-01211.pdf,2018-01-03 10:52:16.152567,ICP-420
346,F:\APPS\CofA,IAA-258@0006477965.pdf,2019-07-15 10:43:28.155801,IAA-258
347,F:\APPS\CofA,IAA-258@CL-2691.pdf,2015-03-26 14:10:55.297220,IAA-258
348,F:\APPS\CofA,IAA-258@J00162.pdf,2015-03-26 14:13:21.903622,IAA-258
349,F:\APPS\CofA,IAA-258@K01157.pdf,2015-03-26 14:12:35.306422,IAA-258
350,F:\APPS\CofA,IAA-258@N081335.pdf,2016-02-10 15:17:15.389149,IAA-258
351,F:\APPS\CofA,IAA-258@N082975.pdf,2017-11-29 12:51:02.414370,IAA-258
352,F:\APPS\CofA,ICP-058@0006475006.pdf,2019-07-11 16:03:20.773951,ICP-058
353,F:\APPS\CofA,ICP-058@CL-2624.pdf,2015-03-13 09:00:06.983566,ICP-058
354,F:\APPS\CofA,ICP-058@CL-2691.pdf,2015-03-13 08:57:07.102580,ICP-058
355,F:\APPS\CofA,ICP-058@CM-4446.pdf,2015-08-19 11:10:01.359885,ICP-058
356,F:\APPS\CofA,ICP-058@CP-3980.pdf,2016-08-11 06:38:49.465925,ICP-058
357,F:\APPS\CofA,ICP-058@CR-4886.pdf,2017-10-26 13:00:32.562809,ICP-058
358,F:\APPS\CofA,ICP-058@CS-2327.pdf,2018-05-02 10:46:10.918022,ICP-058
359,F:\APPS\CofA,ICP-058@K00331.pdf,2015-04-21 11:27:48.471499,ICP-058
360,F:\APPS\CofA,ICP-058@K01157.pdf,2015-04-21 11:28:39.002644,ICP-058
361,F:\APPS\CofA,ICP-058@L01444.pdf,2015-04-21 11:29:40.921632,ICP-058
362,F:\APPS\CofA,ICP-058@P00592.pdf,2015-04-21 11:30:15.493118,ICP-058
363,F:\APPS\CofA,ICP-058@R00397.pdf,2015-04-24 12:03:53.019911,ICP-058
364,F:\APPS\CofA,ICP-158@CL-2477.pdf,2015-04-28 17:57:31.629946,ICP-158
365,F:\APPS\CofA,ICP-158@CR-2216.pdf,2017-05-11 14:42:18.619174,ICP-158
366,F:\APPS\CofA,ICP-158@G00545A.pdf,2015-04-28 17:56:26.103946,ICP-158
367,F:\APPS\CofA,ICP-158@H00123A.pdf,2015-04-28 17:56:52.033146,ICP-158
368,F:\APPS\CofA,ICP-158@J00494.pdf,2015-04-29 07:16:47.747433,ICP-158
369,F:\APPS\CofA,ICP-158@L01215.pdf,2015-04-29 07:18:37.749882,ICP-158
370,F:\APPS\CofA,ICP-158@M01215.pdf,2015-04-29 07:19:37.048383,ICP-158
371,F:\APPS\CofA,ICP-158@P00542.pdf,2015-04-29 07:20:23.225863,ICP-158
372,F:\APPS\CofA,ICP-158@P00585.pdf,2015-04-29 07:21:12.587845,ICP-158
373,F:\APPS\CofA,ICP-158@T00067.pdf,2015-04-28 17:58:01.478746,ICP-158
374,F:\APPS\CofA,IAA-255@K00672.pdf,2015-03-26 13:58:45.036022,IAA-255
375,F:\APPS\CofA,IAA-255@L00233.pdf,2015-03-26 14:00:32.148422,IAA-255
376,F:\APPS\CofA,IAA-255@N082204.pdf,2017-02-20 14:06:54.068884,IAA-255
377,F:\APPS\CofA,IAA-255@N083488.pdf,2018-09-06 07:17:08.240891,IAA-255
378,F:\APPS\CofA,IAA-055@CL-4175.pdf,2015-03-24 13:47:25.717018,IAA-055
379,F:\APPS\CofA,IAA-055@H00349A.pdf,2015-03-24 13:47:01.467551,IAA-055
380,F:\APPS\CofA,IAA-055@J00498.pdf,2015-03-24 13:53:42.414155,IAA-055
381,F:\APPS\CofA,ICP-055@CM-4077.pdf,2015-07-29 12:19:42.003049,ICP-055
382,F:\APPS\CofA,ICP-055@CS-4297.pdf,2018-08-23 12:40:41.910892,ICP-055
383,F:\APPS\CofA,ICP-055@G00300A.pdf,2015-04-21 11:11:33.523902,ICP-055
384,F:\APPS\CofA,ICP-055@J00508.pdf,2015-04-21 11:12:55.804509,ICP-055
385,F:\APPS\CofA,ICP-055@K00672.pdf,2015-04-21 11:13:31.732618,ICP-055
386,F:\APPS\CofA,ICP-055@L00233.pdf,2015-04-21 11:14:44.819212,ICP-055
387,F:\APPS\CofA,ICP-055@R00696.pdf,2015-03-25 16:03:33.378243,ICP-055
388,F:\APPS\CofA,ICP-155@CL-4175.pdf,2015-04-28 17:42:24.040581,ICP-155
389,F:\APPS\CofA,ICP-155@CM-2939.pdf,2015-05-28 07:51:18.401350,ICP-155
390,F:\APPS\CofA,ICP-155@CR-1808.pdf,2017-04-26 12:25:40.459777,ICP-155
391,F:\APPS\CofA,ICP-155@H00349A.pdf,2015-04-28 17:42:10.446746,ICP-155
392,F:\APPS\CofA,ICP-155@J00498.pdf,2015-04-28 17:43:35.746346,ICP-155
393,F:\APPS\CofA,ICP-155@P00048.pdf,2015-04-28 17:44:04.859946,ICP-155
394,F:\APPS\CofA,ICP-155@P00100.pdf,2015-04-28 17:52:05.655146,ICP-155
395,F:\APPS\CofA,ICP-155@T00117.pdf,2015-04-28 17:42:35.228081,ICP-155
396,F:\APPS\CofA,IAA-224@0006479297.pdf,2019-07-11 14:26:13.974578,IAA-224
397,F:\APPS\CofA,IAA-224@CM-3107.pdf,2015-06-08 08:00:26.628868,IAA-224
398,F:\APPS\CofA,IAA-224@J01042.pdf,2015-03-25 14:14:19.764953,IAA-224
399,F:\APPS\CofA,IAA-224@K00724.pdf,2015-03-25 14:17:21.500127,IAA-224
400,F:\APPS\CofA,IAA-224@L01343.pdf,2015-03-25 14:18:49.473166,IAA-224
401,F:\APPS\CofA,IAA-224@P01155.pdf,2015-03-25 14:13:03.854199,IAA-224
402,F:\APPS\CofA,IAA-224@R01377.pdf,2015-02-05 15:41:35.649153,IAA-224
403,F:\APPS\CofA,IAA-024@CL-4304.pdf,2015-03-24 09:39:47.493355,IAA-024
404,F:\APPS\CofA,IAA-024@E00369Z.pdf,2015-03-24 09:39:23.372502,IAA-024
405,F:\APPS\CofA,IAA-024@K00651.pdf,2015-03-24 09:42:15.058728,IAA-024
406,F:\APPS\CofA,IAA-024@N081498.pdf,2015-12-14 09:57:06.131036,IAA-024
407,F:\APPS\CofA,IAA-024@N082783.pdf,2017-09-12 12:11:11.532132,IAA-024
408,F:\APPS\CofA,ICP-024@0006457546.pdf,2019-03-27 12:06:05.056237,ICP-024
409,F:\APPS\CofA,ICP-024@CR-2669.pdf,2017-06-13 09:57:06.466607,ICP-024
410,F:\APPS\CofA,ICP-024@K00561.pdf,2015-04-09 14:22:29.916725,ICP-024
411,F:\APPS\CofA,ICP-024@M00044.pdf,2015-04-09 14:23:19.041440,ICP-024
412,F:\APPS\CofA,ICP-024@P01155.pdf,2015-03-26 08:28:57.197988,ICP-024
413,F:\APPS\CofA,ICP-024@R01377.pdf,2015-03-17 10:12:38.645086,ICP-024
414,F:\APPS\CofA,ICP-024A@0006506973.pdf,2019-12-05 14:08:19.013880,ICP-024
415,F:\APPS\CofA,ICP-024A@CM-4297.pdf,2015-09-10 12:12:31.617669,ICP-024
416,F:\APPS\CofA,ICP-024A@CR-1077.pdf,2017-03-13 12:29:37.496509,ICP-024
417,F:\APPS\CofA,ICP-024A@CR-6004.pdf,2017-12-28 14:25:02.571095,ICP-024
418,F:\APPS\CofA,ICP-024A@J00509.pdf,2015-03-13 10:35:48.628673,ICP-024
419,F:\APPS\CofA,ICP-024A@K00741.pdf,2015-04-09 14:26:37.322373,ICP-024
420,F:\APPS\CofA,ICP-024A@K01054.pdf,2015-04-09 14:27:31.236319,ICP-024
421,F:\APPS\CofA,ICP-024A@L00439.pdf,2015-04-09 14:29:42.926041,ICP-024
422,F:\APPS\CofA,ICP-024A@P00986.pdf,2015-04-09 14:30:53.152903,ICP-024
423,F:\APPS\CofA,ICP-024A@R01215.pdf,2014-09-19 10:27:26.963767,ICP-024
424,F:\APPS\CofA,ICP-124@CL-4304.pdf,2014-10-30 15:18:40.550023,ICP-124
425,F:\APPS\CofA,ICP-124@CM-6110.pdf,2015-12-02 06:40:48.295206,ICP-124
426,F:\APPS\CofA,ICP-124@CP-1768.pdf,2016-04-18 12:19:28.284059,ICP-124
427,F:\APPS\CofA,ICP-124@CR-4507.pdf,2017-10-05 07:05:19.360803,ICP-124
428,F:\APPS\CofA,ICP-124@CS-6388.pdf,2019-01-09 16:30:25.551934,ICP-124
429,F:\APPS\CofA,ICP-124@G00323.pdf,2015-04-23 13:57:57.744507,ICP-124
430,F:\APPS\CofA,ICP-124@K00224.pdf,2015-04-23 13:59:42.431707,ICP-124
431,F:\APPS\CofA,ICP-124@K00358.pdf,2015-04-23 13:58:39.547401,ICP-124
432,F:\APPS\CofA,ICP-324@AU-00017.pdf,2015-03-18 13:45:07.588000,ICP-324
433,F:\APPS\CofA,ICP-324@AU-00943.pdf,2018-03-20 11:25:45.839047,ICP-324
434,F:\APPS\CofA,ICP-324A@0006453463.pdf,2019-04-03 16:47:41.843000,ICP-324
435,F:\APPS\CofA,ICP-324A@0006480284.pdf,2019-08-16 15:42:58.403000,ICP-324
436,F:\APPS\CofA,ICP-324A@AU-00689.pdf,2017-10-18 12:02:23.864738,ICP-324
437,F:\APPS\CofA,ICP-424@0006494282.pdf,2019-10-23 14:55:50.561158,ICP-424
438,F:\APPS\CofA,ICP-424@AU-00400.pdf,2016-08-25 11:27:04.414000,ICP-424
439,F:\APPS\CofA,ICP-424@AU-01121.pdf,2017-02-28 09:42:07.306833,ICP-424
440,F:\APPS\CofA,ICP-424@AU-01285.pdf,2018-07-31 17:52:14.424059,ICP-424
441,F:\APPS\CofA,ICP-424A@AU-00841.pdf,2015-04-10 16:26:36.580059,ICP-424
442,F:\APPS\CofA,ICP-424A@AU-00940.pdf,2015-11-05 15:14:45.932675,ICP-424
443,F:\APPS\CofA,ICP-424A@AU-01090.pdf,2016-11-22 15:36:04.757764,ICP-424
444,F:\APPS\CofA,ICP-424A@AU-01125.pdf,2017-03-16 17:12:33.593681,ICP-424
445,F:\APPS\CofA,ICP-424A@AU-01249.pdf,2018-04-20 11:56:13.357262,ICP-424
446,F:\APPS\CofA,IAA-227@J00080.pdf,2015-03-25 15:49:23.636498,IAA-227
447,F:\APPS\CofA,IAA-227@K00339.pdf,2015-03-25 15:50:15.558836,IAA-227
448,F:\APPS\CofA,IAA-227@L00438.pdf,2015-03-25 15:51:01.579131,IAA-227
449,F:\APPS\CofA,IAA-227@N081869.pdf,2016-05-16 14:17:00.877396,IAA-227
450,F:\APPS\CofA,IAA-227@N083086.pdf,2018-01-17 11:38:26.732251,IAA-227
451,F:\APPS\CofA,IAA-227@T00313.pdf,2014-08-04 09:59:16.895319,IAA-227
452,F:\APPS\CofA,IAA-027@E00354Z.pdf,2015-03-24 10:08:55.600794,IAA-027
453,F:\APPS\CofA,IAA-027@M01112.pdf,2015-03-20 11:28:10.659290,IAA-027
454,F:\APPS\CofA,IAA-027@N082721.pdf,2017-07-26 14:56:16.404202,IAA-027
455,F:\APPS\CofA,ICP-027@CR-4937.pdf,2017-10-30 15:48:20.472063,ICP-027
456,F:\APPS\CofA,ICP-027@K00433.pdf,2015-04-09 14:50:36.490406,ICP-027
457,F:\APPS\CofA,ICP-027@L01435.pdf,2015-04-09 14:52:24.453104,ICP-027
458,F:\APPS\CofA,ICP-027@M00855.pdf,2015-04-09 14:55:43.194154,ICP-027
459,F:\APPS\CofA,ICP-027@T00692.pdf,2015-03-17 10:24:54.754086,ICP-027
460,F:\APPS\CofA,ICP-027@T00692_2.pdf,2016-12-12 12:05:51.454197,ICP-027
461,F:\APPS\CofA,ICP-127@CL-5272.pdf,2015-04-02 13:54:26.147665,ICP-127
462,F:\APPS\CofA,ICP-127@CM-4368.pdf,2015-08-17 10:20:44.653188,ICP-127
463,F:\APPS\CofA,ICP-127@CP-2011.pdf,2016-04-26 14:56:41.354524,ICP-127
464,F:\APPS\CofA,ICP-127@CR-2176.pdf,2017-05-12 08:33:33.934908,ICP-127
465,F:\APPS\CofA,ICP-127@J01216.pdf,2015-04-23 14:33:08.508107,ICP-127
466,F:\APPS\CofA,ICP-127@K00636.pdf,2015-04-23 14:33:37.259907,ICP-127
467,F:\APPS\CofA,ICP-127@L00072.pdf,2015-04-23 14:34:28.118107,ICP-127
468,F:\APPS\CofA,ICP-127@L00866.pdf,2015-04-23 14:35:22.384707,ICP-127
469,F:\APPS\CofA,ICP-127@M00539.pdf,2015-04-23 14:36:01.651907,ICP-127
470,F:\APPS\CofA,ICP-127@M00842.pdf,2015-04-23 14:36:34.039507,ICP-127
471,F:\APPS\CofA,ICP-127@R01203.pdf,2017-10-12 12:34:44.572206,ICP-127
472,F:\APPS\CofA,ICP-327@AU-00021.pdf,2015-03-23 17:54:17.547657,ICP-327
473,F:\APPS\CofA,ICP-327@AU-00998.pdf,2017-06-08 09:54:58.634000,ICP-327
474,F:\APPS\CofA,ICP-427@AU-00075.pdf,2015-04-27 08:48:33.069000,ICP-427
475,F:\APPS\CofA,ICP-427@AU-01123.pdf,2017-03-02 13:42:21.802443,ICP-427
476,F:\APPS\CofA,ICP-427@AU-01349.pdf,2019-02-08 14:33:44.305638,ICP-427
477,F:\APPS\CofA,IAA-229@0006462390.pdf,2019-04-18 14:35:25.971760,IAA-229
478,F:\APPS\CofA,IAA-229@J00343.pdf,2015-03-25 15:57:18.838022,IAA-229
479,F:\APPS\CofA,IAA-229@J01076.pdf,2015-03-25 15:59:02.469930,IAA-229
480,F:\APPS\CofA,IAA-229@J0485.pdf,2015-03-25 15:58:00.802290,IAA-229
481,F:\APPS\CofA,IAA-229@K00115.pdf,2015-03-25 15:59:46.618213,IAA-229
482,F:\APPS\CofA,IAA-229@K00275.pdf,2015-03-25 16:00:45.274589,IAA-229
483,F:\APPS\CofA,IAA-229@K00698.pdf,2015-03-25 16:03:09.431982,IAA-229
484,F:\APPS\CofA,IAA-229@K01072.pdf,2015-03-25 16:06:29.889671,IAA-229
485,F:\APPS\CofA,IAA-229@L00830.pdf,2015-03-25 16:20:18.575959,IAA-229
486,F:\APPS\CofA,IAA-229@L01411.pdf,2015-03-25 16:21:24.581335,IAA-229
487,F:\APPS\CofA,IAA-229@M00823.pdf,2015-03-25 16:22:06.093498,IAA-229
488,F:\APPS\CofA,IAA-229@M01081.pdf,2015-03-23 13:21:53.424968,IAA-229
489,F:\APPS\CofA,IAA-229@N081717.pdf,2016-03-02 13:52:48.821825,IAA-229
490,F:\APPS\CofA,IAA-229@N081921.pdf,2016-06-22 07:03:03.627056,IAA-229
491,F:\APPS\CofA,IAA-229@N082920.pdf,2017-10-06 13:21:24.769499,IAA-229
492,F:\APPS\CofA,IAA-029@H00717A.pdf,2015-03-24 10:31:53.084805,IAA-029
493,F:\APPS\CofA,IAA-029@L01250.pdf,2015-03-24 10:33:21.351303,IAA-029
494,F:\APPS\CofA,IAA-029@M00844.pdf,2015-03-24 10:34:18.678010,IAA-029
495,F:\APPS\CofA,IAA-029@M00844A.pdf,2019-03-28 08:11:22.120117,IAA-029
496,F:\APPS\CofA,IAA-029@N083163.pdf,2018-03-07 14:40:33.341531,IAA-029
497,F:\APPS\CofA,ICP-029@0006460821.pdf,2019-04-18 14:21:09.398296,ICP-029
498,F:\APPS\CofA,ICP-029@CP-1013.pdf,2016-03-08 13:51:34.536726,ICP-029
499,F:\APPS\CofA,ICP-029@CR-4229.pdf,2017-09-18 07:50:16.827813,ICP-029
500,F:\APPS\CofA,ICP-029@IH-0240.pdf,2015-11-05 09:34:33.004169,ICP-029
501,F:\APPS\CofA,ICP-029@IH-0764.pdf,2015-11-05 09:46:52.304344,ICP-029
502,F:\APPS\CofA,ICP-029@J00485.pdf,2015-04-09 15:03:04.556269,ICP-029
503,F:\APPS\CofA,ICP-029@K00275.pdf,2015-04-09 15:03:49.609646,ICP-029
504,F:\APPS\CofA,ICP-029@K01072.pdf,2015-04-09 15:04:49.436413,ICP-029
505,F:\APPS\CofA,ICP-029@L00830.pdf,2015-04-09 15:05:25.098470,ICP-029
506,F:\APPS\CofA,ICP-029@L01411.pdf,2015-04-09 15:06:03.381361,ICP-029
507,F:\APPS\CofA,ICP-029@M00390.pdf,2015-04-09 15:06:38.060606,ICP-029
508,F:\APPS\CofA,ICP-029@T00620.pdf,2015-09-11 12:17:13.781837,ICP-029
509,F:\APPS\CofA,ICP-129@CR-5078.pdf,2017-11-06 10:56:34.724660,ICP-129
510,F:\APPS\CofA,ICP-129@CT-0282.pdf,2019-01-29 13:53:47.411472,ICP-129
511,F:\APPS\CofA,ICP-129@CT-0623.pdf,2019-02-19 14:40:35.529709,ICP-129
512,F:\APPS\CofA,ICP-129@G00328A.pdf,2015-04-23 14:41:15.691107,ICP-129
513,F:\APPS\CofA,ICP-129@J00531.pdf,2015-04-23 14:42:28.941707,ICP-129
514,F:\APPS\CofA,ICP-129@J00919.pdf,2015-04-23 14:48:38.863446,ICP-129
515,F:\APPS\CofA,ICP-129@K00025.pdf,2015-04-23 14:49:08.831854,ICP-129
516,F:\APPS\CofA,ICP-129@K00443.pdf,2015-04-23 14:55:19.971384,ICP-129
517,F:\APPS\CofA,ICP-129@L01250.pdf,2015-04-23 14:55:51.031984,ICP-129
518,F:\APPS\CofA,ICP-129@R00892.pdf,2015-06-05 08:16:16.896450,ICP-129
519,F:\APPS\CofA,ICP-329@AU-00023.pdf,2015-04-17 10:02:14.101000,ICP-329
520,F:\APPS\CofA,ICP-329@AU-00981.pdf,2017-06-08 10:16:53.329000,ICP-329
521,F:\APPS\CofA,ICP-429@AU-00076.pdf,2016-08-24 15:46:07.484000,ICP-429
522,F:\APPS\CofA,ICP-429@AU-01093.pdf,2018-04-24 12:41:26.962588,ICP-429
523,F:\APPS\CofA,IAA-266@K00359.pdf,2015-03-26 14:29:53.400022,IAA-266
524,F:\APPS\CofA,IAA-266@N082981.pdf,2017-11-29 13:22:04.432549,IAA-266
525,F:\APPS\CofA,ICP-066@0006460812.pdf,2019-04-16 09:34:04.061546,ICP-066
526,F:\APPS\CofA,ICP-066@CP-5664.pdf,2016-11-15 13:45:54.736797,ICP-066
527,F:\APPS\CofA,ICP-066@G00445A.pdf,2015-04-21 13:20:15.183745,ICP-066
528,F:\APPS\CofA,ICP-066@G00923A.pdf,2015-04-21 13:21:13.263545,ICP-066
529,F:\APPS\CofA,ICP-066@K00359.pdf,2015-04-21 13:24:00.521145,ICP-066
530,F:\APPS\CofA,ICP-066@M00547.pdf,2015-04-21 13:24:52.455545,ICP-066
531,F:\APPS\CofA,ICP-066@T00617.pdf,2015-04-21 13:21:41.446531,ICP-066
532,F:\APPS\CofA,ICP-166@0006470410.pdf,2019-06-07 13:39:24.295785,ICP-166
533,F:\APPS\CofA,ICP-166@H00007A.pdf,2015-04-29 07:42:31.963247,ICP-166
534,F:\APPS\CofA,ICP-166@M00850.pdf,2015-04-29 07:43:05.004412,ICP-166
535,F:\APPS\CofA,IAA-268@J00559.pdf,2015-03-26 14:44:47.090022,IAA-268
536,F:\APPS\CofA,IAA-268@N082258.pdf,2017-01-06 13:15:30.871464,IAA-268
537,F:\APPS\CofA,ICP-068@CP-6312.pdf,2017-01-06 13:31:16.121464,ICP-068
538,F:\APPS\CofA,ICP-068@J00559.pdf,2015-04-21 13:31:51.587345,ICP-068
539,F:\APPS\CofA,ICP-068@L00872.pdf,2015-04-21 13:34:31.442545,ICP-068
540,F:\APPS\CofA,ICP-068@R00670.pdf,2015-03-13 12:37:59.512787,ICP-068
541,F:\APPS\CofA,ICP-168@CR-0287.pdf,2017-01-31 12:27:55.394319,ICP-168
542,F:\APPS\CofA,ICP-168@L01226.pdf,2015-04-29 07:46:13.556581,ICP-168
543,F:\APPS\CofA,IAA-263@D00536Z.pdf,2015-03-26 14:23:33.092022,IAA-263
544,F:\APPS\CofA,IAA-263@N081890.pdf,2016-05-27 11:01:05.248407,IAA-263
545,F:\APPS\CofA,IAA-263@N082957.pdf,2017-11-06 11:57:39.176795,IAA-263
546,F:\APPS\CofA,IAA-263@P01214.pdf,2015-03-26 14:23:50.948506,IAA-263
547,F:\APPS\CofA,ICP-063@CR-1725.pdf,2017-04-26 12:25:11.563333,ICP-063
548,F:\APPS\CofA,ICP-063@CS-1608.pdf,2018-04-04 11:33:00.870876,ICP-063
549,F:\APPS\CofA,ICP-063@H00640A.pdf,2015-04-21 13:04:21.851945,ICP-063
550,F:\APPS\CofA,ICP-063@K00935.pdf,2015-04-21 13:05:00.478545,ICP-063
551,F:\APPS\CofA,ICP-063@L00209.pdf,2015-04-21 13:06:46.778945,ICP-063
552,F:\APPS\CofA,ICP-063@M00345.pdf,2015-04-21 13:07:27.362745,ICP-063
553,F:\APPS\CofA,ICP-063@M00548.pdf,2015-04-21 13:08:09.031345,ICP-063
554,F:\APPS\CofA,ICP-063@P01214.pdf,2015-04-21 13:08:48.766545,ICP-063
555,F:\APPS\CofA,ICP-063K01151.pdf,2015-04-21 13:06:05.890345,ICP-063
556,F:\APPS\CofA,ICP-163@0006506607.pdf,2019-12-16 15:10:36.352276,ICP-163
557,F:\APPS\CofA,ICP-163@CL-3146.pdf,2014-08-14 08:24:35.250811,ICP-163
558,F:\APPS\CofA,ICP-163@CL-4333.pdf,2015-03-17 16:48:35.177783,ICP-163
559,F:\APPS\CofA,ICP-163@CM-5168.pdf,2015-09-29 06:37:50.932913,ICP-163
